Page #,Page Name,URL,Page Type,Parent Page,Template,Content Source,Tier / Priority,Primary CTA,Secondary CTA,Section #,Section Name,Section Purpose / Intent,Internal Links From This Section,Notes
26,The 12 Questions,/resources/12-questions,Static,/resources,Lead magnet,Manual,Tier 1,Download the partner pack,Check if your territory is open | WhatsApp us,26.4,"The twelve questions, answered",All twelve answers published ungated. Gating them would replicate the exact flaw being attacked — asking the prospect to go first — and would forfeit the search visibility.,/partners/distributor/economics | /partners/distributor/territory | /partners/distributor/support | /plant/credentials,Ungated. Schema: FAQPage. Each answer links to the page that substantiates it.
26,The 12 Questions,/resources/12-questions,Static,/resources,Lead magnet,Manual,Tier 1,Download the partner pack,Check if your territory is open | WhatsApp us,26.5,Why most manufacturers cannot answer these,Makes the competitive point structurally rather than by attacking anyone — competitors cannot answer without changing policy.,—,"No competitor named, no competitor grievance referenced."
26,The 12 Questions,/resources/12-questions,Static,/resources,Lead magnet,Manual,Tier 1,Download the partner pack,Check if your territory is open | WhatsApp us,26.6,Download the partner pack,"Light gate — phone, WhatsApp, territory. Three fields, because the pack is a forwardable convenience for the family conversation, not a toll gate on the answers.",/thank-you/[type],Delivered by transactional email and WhatsApp document. CRM tag = pack_download.
26,The 12 Questions,/resources/12-questions,Static,/resources,Lead magnet,Manual,Tier 1,Download the partner pack,Check if your territory is open | WhatsApp us,26.7,Territory check CTA,Primary conversion for a reader who is now qualified.,/partners/distributor/territory,—
26,The 12 Questions,/resources/12-questions,Static,/resources,Lead magnet,Manual,Tier 1,Download the partner pack,Check if your territory is open | WhatsApp us,26.8,Pinned WhatsApp + Call,Floating conversion path for the archetype who will not complete a form. Pre-filled with page context so the sales conversation opens already qualified rather than at zero.,wa.me deep link | tel: link,WhatsApp Business API. Page context injected into the pre-filled message.
26,The 12 Questions,/resources/12-questions,Static,/resources,Lead magnet,Manual,Tier 1,Download the partner pack,Check if your territory is open | WhatsApp us,26.9,Footer,"Standard 4-column footer: Explore | Products | Partner With Us | Contact & Legal. The visible partner email lives in column four and is one of nine sitewide surfaces carrying it, because the relationship-driven distributor archetype bypasses forms and looks for a person.",/ | /company | /plant | /find-boogies | /resources | /products/[tier] x6 | /partners/distributor | /partners/retailer | /partners/van-route | /partners/franchise | /partners/bulk-events | /contact | /privacy | /terms,"Locked template. partners@boogies.in [CONFIRM]. Both entity addresses shown (Icehome Foods, Kerala; Mountbell Foods, Tamil Nadu). Single phone number sitewide — current estate publishes two different numbers."
27,Resource Article Template,/resources/[slug],Dynamic Template,/resources,Resource Template,CMS Resource entry,Tier 3,Download the partner pack,Check if your territory is open,27.1,Sticky Header,"Persistent navigation carrying six slots plus the five-way partner dropdown, so the primary commercial journey is visible at nav level on every page without consuming its own slot.",/ | /products | /plant | /find-boogies | /partners (dropdown x5) | /company | /contact,Distributor listed first and visually weighted in the dropdown.
27,Resource Article Template,/resources/[slug],Dynamic Template,/resources,Resource Template,CMS Resource entry,Tier 3,Download the partner pack,Check if your territory is open,27.2,Breadcrumb,Path back to the resource index.,/resources,—
27,Resource Article Template,/resources/[slug],Dynamic Template,/resources,Resource Template,CMS Resource entry,Tier 3,Download the partner pack,Check if your territory is open,27.3,Article body,"Trade guidance addressing one belief-chain stage, written to be useful to someone evaluating any manufacturer rather than as brand content.",contextual links x3-6,—
27,Resource Article Template,/resources/[slug],Dynamic Template,/resources,Resource Template,CMS Resource entry,Tier 3,Download the partner pack,Check if your territory is open,27.4,Related resources,Lateral discovery grouped by belief stage rather than by publication date.,/resources/[slug] x3,Editorial override available per resource.
27,Resource Article Template,/resources/[slug],Dynamic Template,/resources,Resource Template,CMS Resource entry,Tier 3,Download the partner pack,Check if your territory is open,27.5,Conversion band,Routes an engaged reader into the commercial section.,/partners/distributor | /resources/12-questions,—
27,Resource Article Template,/resources/[slug],Dynamic Template,/resources,Resource Template,CMS Resource entry,Tier 3,Download the partner pack,Check if your territory is open,27.6,Pinned WhatsApp + Call,Floating conversion path for the archetype who will not complete a form. Pre-filled with page context so the sales conversation opens already qualified rather than at zero.,wa.me deep link | tel: link,WhatsApp Business API. Page context injected into the pre-filled message.
27,Resource Article Template,/resources/[slug],Dynamic Template,/resources,Resource Template,CMS Resource entry,Tier 3,Download the partner pack,Check if your territory is open,27.7,Footer,"Standard 4-column footer: Explore | Products | Partner With Us | Contact & Legal. The visible partner email lives in column four and is one of nine sitewide surfaces carrying it, because the relationship-driven distributor archetype bypasses forms and looks for a person.",/ | /company | /plant | /find-boogies | /resources | /products/[tier] x6 | /partners/distributor | /partners/retailer | /partners/van-route | /partners/franchise | /partners/bulk-events | /contact | /privacy | /terms,"Locked template. partners@boogies.in [CONFIRM]. Both entity addresses shown (Icehome Foods, Kerala; Mountbell Foods, Tamil Nadu). Single phone number sitewide — current estate publishes two different numbers."
28,Contact,/contact,Static,/,Contact,Manual,Tier 2,WhatsApp us,Partner with Boogies | Book a plant visit,28.1,Sticky Header,"Persistent navigation carrying six slots plus the five-way partner dropdown, so the primary commercial journey is visible at nav level on every page without consuming its own slot.",/ | /products | /plant | /find-boogies | /partners (dropdown x5) | /company | /contact,Distributor listed first and visually weighted in the dropdown.
28,Contact,/contact,Static,/,Contact,Manual,Tier 2,WhatsApp us,Partner with Boogies | Book a plant visit,28.2,Contact methods,"Visible email, single phone number and WhatsApp presented together, because this trade runs on phone and WhatsApp rather than email and the archetype who lands here wants a person, not a form.",/partners,One phone number sitewide. The current estate publishes two different numbers across properties. partners@boogies.in [CONFIRM].
28,Contact,/contact,Static,/,Contact,Manual,Tier 2,WhatsApp us,Partner with Boogies | Book a plant visit,28.3,Both entities,"Publishes each registered company with its address and territory, so a prospect knows who he would be contracting with before he asks.",/company,Schema: Organisation x2. Single source of truth for all directory listings.
28,Contact,/contact,Static,/,Contact,Manual,Tier 2,WhatsApp us,Partner with Boogies | Book a plant visit,28.4,Route me correctly,Sorts a general enquiry into the right journey rather than dropping everything into one undifferentiated inbox.,/partners/distributor | /partners/retailer | /partners/van-route | /partners/franchise | /partners/bulk-events,—
28,Contact,/contact,Static,/,Contact,Manual,Tier 2,WhatsApp us,Partner with Boogies | Book a plant visit,28.5,General enquiry form,"Catch-all intake with an interest selector, for anyone who did not self-sort earlier.",/thank-you/[type],Turnstile protected.
28,Contact,/contact,Static,/,Contact,Manual,Tier 2,WhatsApp us,Partner with Boogies | Book a plant visit,28.6,Map and directions,Practical location detail for a prospect planning a plant visit.,/plant/visit,Schema: LocalBusiness.
28,Contact,/contact,Static,/,Contact,Manual,Tier 2,WhatsApp us,Partner with Boogies | Book a plant visit,28.7,Pinned WhatsApp + Call,Floating conversion path for the archetype who will not complete a form. Pre-filled with page context so the sales conversation opens already qualified rather than at zero.,wa.me deep link | tel: link,WhatsApp Business API. Page context injected into the pre-filled message.
28,Contact,/contact,Static,/,Contact,Manual,Tier 2,WhatsApp us,Partner with Boogies | Book a plant visit,28.8,Footer,"Standard 4-column footer: Explore | Products | Partner With Us | Contact & Legal. The visible partner email lives in column four and is one of nine sitewide surfaces carrying it, because the relationship-driven distributor archetype bypasses forms and looks for a person.",/ | /company | /plant | /find-boogies | /resources | /products/[tier] x6 | /partners/distributor | /partners/retailer | /partners/van-route | /partners/franchise | /partners/bulk-events | /contact | /privacy | /terms,"Locked template. partners@boogies.in [CONFIRM]. Both entity addresses shown (Icehome Foods, Kerala; Mountbell Foods, Tamil Nadu). Single phone number sitewide — current estate publishes two different numbers."
29,Thank You Template,/thank-you/[type],Dynamic Template,—,Post-conversion,Auto-generated per form type,Utility,Complete your details,Book a plant visit | Download the partner pack,29.1,Confirmation,"Confirms receipt and restates the 24-hour commitment, so the prospect knows what happens next rather than wondering whether the form worked.",—,"noindex. Five variants: distributor, retailer, van, franchise, bulk."
29,Thank You Template,/thank-you/[type],Dynamic Template,—,Post-conversion,Auto-generated per form type,Utility,Complete your details,Book a plant visit | Download the partner pack,29.2,Step 2 — progressive qualification,"Collects the disqualifying fields after the lead already exists, framed as preparation for the territory answer rather than as vetting. Never blocks.",—,"Fields: trade experience, retailer base, cold-chain capacity, vehicle status, FSSAI, GST, investment band, timeline. Updates the existing CRM record by token."
29,Thank You Template,/thank-you/[type],Dynamic Template,—,Post-conversion,Auto-generated per form type,Utility,Complete your details,Book a plant visit | Download the partner pack,29.3,Book the plant visit,Moves a fresh lead straight toward the strongest conversion asset while intent is high.,/plant/visit,One of three plant-visit surfaces.
29,Thank You Template,/thank-you/[type],Dynamic Template,—,Post-conversion,Auto-generated per form type,Utility,Complete your details,Book a plant visit | Download the partner pack,29.4,Download the pack,Gives the prospect something forwardable to the family or partner who will be part of the decision but was never on the site.,/resources/12-questions,Also delivered by WhatsApp document.
29,Thank You Template,/thank-you/[type],Dynamic Template,—,Post-conversion,Auto-generated per form type,Utility,Complete your details,Book a plant visit | Download the partner pack,29.5,Analytics events,Fires the conversion events that create the measurement baseline this business has never had in any form.,—,"step1_submit, step2_submit, pack_download, plant_visit_request."
30,Privacy Policy,/privacy,Static (legal),/,Legal,Manual,Utility,—,—,30.1,Sticky Header,"Persistent navigation carrying six slots plus the five-way partner dropdown, so the primary commercial journey is visible at nav level on every page without consuming its own slot.",/ | /products | /plant | /find-boogies | /partners (dropdown x5) | /company | /contact,Distributor listed first and visually weighted in the dropdown.
30,Privacy Policy,/privacy,Static (legal),/,Legal,Manual,Utility,—,—,30.2,Policy body,"States how enquiry data is collected, stored and routed across two legal entities, which matters because leads are shared between separate companies.",/contact,Must reflect CRM storage and WhatsApp Business API data handling.
30,Privacy Policy,/privacy,Static (legal),/,Legal,Manual,Utility,—,—,30.3,Footer,"Standard 4-column footer: Explore | Products | Partner With Us | Contact & Legal. The visible partner email lives in column four and is one of nine sitewide surfaces carrying it, because the relationship-driven distributor archetype bypasses forms and looks for a person.",/ | /company | /plant | /find-boogies | /resources | /products/[tier] x6 | /partners/distributor | /partners/retailer | /partners/van-route | /partners/franchise | /partners/bulk-events | /contact | /privacy | /terms,"Locked template. partners@boogies.in [CONFIRM]. Both entity addresses shown (Icehome Foods, Kerala; Mountbell Foods, Tamil Nadu). Single phone number sitewide — current estate publishes two different numbers."
31,Terms,/terms,Static (legal),/,Legal,Manual,Utility,—,—,31.1,Sticky Header,"Persistent navigation carrying six slots plus the five-way partner dropdown, so the primary commercial journey is visible at nav level on every page without consuming its own slot.",/ | /products | /plant | /find-boogies | /partners (dropdown x5) | /company | /contact,Distributor listed first and visually weighted in the dropdown.
31,Terms,/terms,Static (legal),/,Legal,Manual,Utility,—,—,31.2,Terms body,"Site terms of use. Distinct from any partner agreement, which remains a contracted document rather than a web page.",/contact,—
31,Terms,/terms,Static (legal),/,Legal,Manual,Utility,—,—,31.3,Footer,"Standard 4-column footer: Explore | Products | Partner With Us | Contact & Legal. The visible partner email lives in column four and is one of nine sitewide surfaces carrying it, because the relationship-driven distributor archetype bypasses forms and looks for a person.",/ | /company | /plant | /find-boogies | /resources | /products/[tier] x6 | /partners/distributor | /partners/retailer | /partners/van-route | /partners/franchise | /partners/bulk-events | /contact | /privacy | /terms,"Locked template. partners@boogies.in [CONFIRM]. Both entity addresses shown (Icehome Foods, Kerala; Mountbell Foods, Tamil Nadu). Single phone number sitewide — current estate publishes two different numbers."
32,404 — Not Found,/404,Static (utility),—,Error,Manual,Utility,Find a Tasty Point,Partner with Boogies,32.1,Sticky Header,"Persistent navigation carrying six slots plus the five-way partner dropdown, so the primary commercial journey is visible at nav level on every page without consuming its own slot.",/ | /products | /plant | /find-boogies | /partners (dropdown x5) | /company | /contact,Distributor listed first and visually weighted in the dropdown.
32,404 — Not Found,/404,Static (utility),—,Error,Manual,Utility,Find a Tasty Point,Partner with Boogies,32.2,Error message and recovery,"Converts a dead end into a route. Given the volume of legacy redirects from the old WordPress site, this page will take real traffic during the first months.",/ | /find-boogies | /partners | /products,Never a bare error message.
32,404 — Not Found,/404,Static (utility),—,Error,Manual,Utility,Find a Tasty Point,Partner with Boogies,32.3,Locator search,Offers the most common intent inline rather than making the visitor navigate again.,/find-boogies,—
32,404 — Not Found,/404,Static (utility),—,Error,Manual,Utility,Find a Tasty Point,Partner with Boogies,32.4,Footer,"Standard 4-column footer: Explore | Products | Partner With Us | Contact & Legal. The visible partner email lives in column four and is one of nine sitewide surfaces carrying it, because the relationship-driven distributor archetype bypasses forms and looks for a person.",/ | /company | /plant | /find-boogies | /resources | /products/[tier] x6 | /partners/distributor | /partners/retailer | /partners/van-route | /partners/franchise | /partners/bulk-events | /contact | /privacy | /terms,"Locked template. partners@boogies.in [CONFIRM]. Both entity addresses shown (Icehome Foods, Kerala; Mountbell Foods, Tamil Nadu). Single phone number sitewide — current estate publishes two different numbers."
33,XML Sitemap,/sitemap.xml,Auto-generated,—,System,Generated from CMS,Utility,—,—,33.1,Sitemap index,"Exposes every indexable URL to crawlers, which is the mechanism for displacing directory listings that currently outrank the brand's own domain for its own name.",all indexable URLs,"Excludes /thank-you/[type], drafts and reserved slots. Auto-regenerated on publish."
34,Robots,/robots.txt,Auto-generated,—,System,Generated,Utility,—,—,34.1,Crawl directives,Controls crawler access and points to the sitemap. Disallows post-conversion and reserved paths.,/sitemap.xml,"Disallow: /thank-you/, /partners/login/."
35,Careers (Reserved),/careers,Reserved Placeholder,/,TBD,Not built at launch,Tier 4 (deferred),—,—,35.1,Reserved slot,"URL reserved so recruitment content can launch without restructuring. A neighbouring competitor already recruits openly through LinkedIn, so this becomes relevant sooner than it appears.",—,Not built at launch. Slot reserved — must not be dropped.
36,News (Reserved),/news,Reserved Placeholder,/,TBD,Not built at launch,Tier 4 (deferred),—,—,36.1,Reserved slot,"Reserved for trade press and announcements. Deliberately not launched as a blog, because a dormant blog is a visible signal of neglect.",—,Not built at launch. Slot reserved — must not be dropped.
37,Malayalam (Reserved),/ml,Reserved Placeholder,/,Locale root,Not built at launch,Tier 4 (deferred),—,—,37.1,Reserved locale root,"Reserved because Malayalam is likely more persuasive than English for this buyer, and retrofitting localisation into a monolingual build is a rebuild rather than an addition.",—,CMS fields are localisation-ready at launch. Content deferred. hreflang reserved.
38,Tamil (Reserved),/ta,Reserved Placeholder,/,Locale root,Not built at launch,Tier 4 (deferred),—,—,38.1,Reserved locale root,"Reserved for the Tamil Nadu territory served by the second legal entity, where English is least likely to be the language of the sales conversation.",—,CMS fields localisation-ready at launch. Content deferred. hreflang reserved.
39,Partner Portal (Reserved),/partners/login,Reserved Placeholder,/partners,TBD,Not built at launch,Tier 4 (deferred),—,—,39.1,Reserved authenticated slot,"Reserved for order visibility and reporting. The category leader already runs partner login and order tracking, and shared order data is the long-term answer to instrumenting a relationship that currently has no measurement on either side.",—,Not built at launch. Authentication boundary noted. Disallowed in robots.txt.
40,Shop (Reserved),/shop,Reserved Placeholder,/,TBD,Not built at launch,Tier 4 (deferred),—,—,40.1,Reserved commerce slot,"Direct-to-consumer sale is an explicit non-goal at launch, but the architecture must not obstruct it later. The category leader already runs pincode-gated rapid delivery, which makes this a live strategic question rather than a distant one.",—,"Not built at launch. Any activation requires a published channel policy first, because it directly affects distributor territory value."
